reviews,label
kaca mata yang dateng bagus banget harga segitu kacamata kelihatan mahal gak bakal nyesel beli kacamata ini yang ada bakal order lagi,1
pengirimanpengemasan lumayan cepet harga murceeee bgt tp keliatan kek mahal model nya bagusss thank u,1
sebenernya gak ada yang rusak sih cuman kaca nya gede banget terus kaya beda samaa gambar nya pengiriman nya lama hhe tapi gak papa makasihh,0
kacamata nya kerennn bangetttt aku sukaa ditambah kekecewaan badaiii bakal jadi langganan ni,1
kacamatanya dalam keadaan bagus cuma gagangnya agak longgar dikit yang sebelah tapi oke kok,0
mantapp tidak perlu diragukan lagi beli disini pertahankann,1
saya order kacamata gm black pcs datangnya yang bener cuma pcs sajayang pcs tanpa bungkus dan pcs lagi gak tau itu model apayang jelas bukan gm padahal selalu repeat order lusinan disini satu lagi dulu bungkusnya selalu gentle monster tapi sekarang gentle mustangtolong next di chek lg,0
sy pesan yg titiknya kok dikirim yg titik klo emang stok gak ada kan bisa bilang ke sy ini malah kirim sesuka hati padahal aku udah langganan disni udah banyak kali belanja ko kali ini mengecewakan banget,0
alhamdulillah guys berkali kali order ngga kecewa dengan harga yang gila bangetttt lebih miring dari toko lain tengkyu yah kak lancar selalu bakal langganan kak,1
ternyata sma kaya si gentle mustang coba tau beli satu aja tingkatkan lagi packingnya bilangnya di live free bubble wrap ternyata dtang cuma pake plastik hitam untung saja tdk ada yg pecah kacamatanya,0
paket sudah sampai selalu langganan disini sudah sejak lama terimakasih seller,1
terimakasih paket baru saja datang stelah pengiriman lama tapi untung nya sampe sebelum lebaran over all smua barang baguss pengemasan oke,1
baguss bangetttt bubble wrap tebel jugaa pembelian pertama langsung dua ga mengecewakan makasihh,1
tokonya barangnya adkinnya emang top banget dikaish buble warp juga padahal gal beli makasih banget,1
sudah sampai barangnya terimakasih seller walaupun lama pengemasannya,1
penantian yang panjang ya agak lama pengirimannya packingnya kebuka gak tau kenapa udah kek gitu tapi untung gda barang yang ilang,0
lama sampeknya pdahal ket bukan dr luar negri sampe kesel sensiri nunggunya,0
kacamatanya baguuuss bgt dgn harga semurah ituu gg kalah sama kacamata yg mahal thanks seller dan shoppe,1
pengiriman lama admin respon lama kualitas produk standar,0
suka bgt brngnya oke walaupun salah satu brngnya ada yg salah oke lah saya terima tapi yang lain oke bgt,1
mendarat dengan sempurna barangnya bagus ga mengecewakan terimakasih yaaa,1
sumpah kece parah sih ini kacamatanya gak nyesel dah beli,1
mantull lahh untuk harga seginii hihi mantapp semoga tahan lama yaa pengiriman standar kacamatanya juga baguss kok worth it lahh,1
bagussss cuma pengiriman lamaaaaaaaaaa tapi bagusssssssss,1
bagus kacamatanya tapi sayaang pas dateng ke rumah kondisi tangkai kacamata sudah patah tapi mau gimana lagi hanya satu yang cacat besok pesen lagi aja,0
ngk tau udah order berapa kali di toko ini pokoknya the best ngk pernah kecewa kalo pesan di toko ini,1
oke banget aku syukaaaa dari segi pengiriman aja sih agak lambat ga kya biasanya tapi pas liat barangnya kereeen dech pokonya harga murce udh dapat kacamata kece badaii,1
bagusssssss bangetttttttttt woiiiiiiiiiiii worth it parah si pas dimuka aku bikin nambah kekerenanya,1
parah kece beuddddm murmerrr murah tapi gak murahannn kece badai parahhhh parah prahhh,1
saya pesan tapi kok yang datang cuma satu ya,0
kacamatanya yg di ksh kok gk ada lambangnya ya trs kliatan murahan amat,0
pesen yang dikirim doang respon penjual lama banget minta pengembalian dana gk di respon,0
kacamata nya ngga ada padahal pembayaran full dan bukan harganya tp tanggung jawabnya sebagai pelapak di chat ga d bales,0
real pictcumannn pengiriman agak lama sihhhhh huhuuuu,0
bagus sukakkkkkk pengirimannya cepet cuma dari pihak ekspedisi nya aja yg lama,1
pengemasan tokoh lama sekali melebihi hri baru dikirim pdhal uda minta cancelin aj tpi tetap ga mau sementara aku urgent banget barang ny sekrang brang ny malah ga terpakai,0
pas mau buka barangnya kurang kacamata nya gk dikirim yang dikirm hanya masker dan maskara padahal udh tertera dipengiriman kacamata udh ada aduhh kecewa bangett sama toko ini lain kali didouble check lagi yaa min,0
sumpah bener bener kecewa bngt baru beli di toko ini pertama kali malah dibikin kecewa tdinya mau pesen lgi buat kita foto kelas tapi baru pesen pertama udah kayak ginikacanya cuman sebelah doank mana lepas lagiini gmna si niat ga si untuk jualan kecewa bngt sumpah,0
kece banget dong pas dipake pandangannya enggak langsung jadi gelap bgt tp oke buat dipakai panas²,1
so gorgeous murah banget lagii cuma di toko lain ada yg keratas dan rata belasan ribu pengemasannya nya aja sih lama pesen tgl baru nyampe sekarang,1
ya tau sih harganya murah tp bener bener kaya mainan bgt bener bener bahan plastik pdhl ada tmn sblmnya beli di toko ini kacamatanya bagus makanya minta link toko ini eh pas beli kok bahan kacamatanya beda dan pengirimannya lama bgt ga worth it nunggu lama dgn bahan kacamata kaya gini sorry,0
bagus amaattt rb setebel ini parah parah paraahhh,1
sebenarnya pengen kasih bintang nggak mau ribet karena shopee menolak kepaksa kasih thk,0
toppesanan lengkaptpi d kemas ny lama bettttd chatbru d kirim mungkin lgi overloadmksihhh,0
muraah sekali kaca matanya tp syg ada cacat sedikit di pinggiran tp masih bs dipakai anak sy bingkai tipis,0
minus di pengiriman aja yg telat ga langsung dikirim di hari h nya,0
kacamata nya potong aku nunggu soalnya butuh pas dateng potong yah sedih banget,0
bagus cuma nya agak rusak,0
agak kecewa saya order di toko ini udah barang yg dikirim banyak yg salah warna ada an barang nggk dikirim juga diminta pengembalian dana responn lamaa agak sulittt mana barang udah dijual disuruh kirim ke seler lagi di mintai dana lagi ditolahh haduh kecewa bangetttt,0
toko penipu order yg datang cuma kemaren juga order dtg cuma ngk sadar order di toko yg sma kalau tau toko sama ngk bakal order di sini lagi gk mau gnti krna gk ad video unboxingtoko taikkkkkk,0
sis sis tercintaa jangann order kacamata di toko ini yahh pengalaman deh saya ordernya pcs di kirim hanya pcs dong nipuu dong si ownernya saya udah ajukan pengembalian dana tapii sihh ownernya bnyak alasan dong cukup aku yang jadi korban jangan kalian owner nipu,0
barangnya mendarat dgn selamat sentosa tanpa ada yg cacat pengemasan nya rapiii bgtt jd gk takut pecah berang lengkap dan bagusss bgtt,1
pesen kc mt hitam korset dan kc mt anti radiasi kc mt anti radiasinya dikrm cm kecewa bgt komplen jg gk bs krn gk vid unboxing chat seller jg ribetin klo udh bgini brati ini toko gk amanah kapok dh blanja d sini,0
seneng si belanja disini lengkap barang yang dateng terus datengnya cepet banget barang nya worth it banget sih dengan harga ga begitu mahal tapi punya kualitas ga kecewa pokonya beli disini thank you,1
mantull udah berkali kali langganan di sini dan barangnya tidak mengecewakan,1
udah lama nyari nyari kacamata keyen kyagini dan harga pun murce banget,1
mna salah kirim deh saya minta yang polos dikasih yg titik putih dua,0
baaaaaguuuuussss bangeeet muraah nggak kecewa pokok ny order di sini,1
alhamdulillah brng nya udah dtng cepet bgt dtngnya cuman rada kecewa karna yg dipesen model apa yg dtngnya model apa but its okay mungkin kakanya udah bingung karna bnyk pesanan jg makasih karna udah dikirim,0
akhirnya setelah lama nyari diollshop kacamata kaya gini dapet yg sesui dengan ekspektasi dan harganya juga murah tpi kualitas nya ngga murahanmaksih kakk huhuu seneng banget,1
barang cacat yang dikirim,0
untung beli yang cacat mental,0
pengiriman lama mungkin karena flas sale kaca nya ada noda sedikit ga bisa hilang,0
padahal udh ingatin untuk cek unit biar gak kyak toko sebelahternyata sama ajabukan masalah harga tapi kepuasan pelanggan yg di utamakan mau refund barang murah kalah sama ongkir nyayaudah smoga kedepannya lebih pentingin kepuasan pelanggan biar gak kecewa lagi,0
barang sesuai pesanan pengiriman agak telat agak aneh pas tali nya ko copot ya gak paten,0
baguss tapi ada yg rusak mohon untuk segera di return kak sampe skrg jam nya belom saya pakai,0
syg banget yg maroon tombolnya patah ga tau patahannya kmna yaudah lah gpp harusnya bintang tpi krna cacat aja yaa,0
dan yang ini juga yg warna navy dikirim yang udah lepas kayak gini gabisa dijual lagi dong jadinya klo dikirim yg rusak kecewa serius,0
tokonya bener gak amanahjam yang dikirim satu padahal gw pesen mana gadak ngasi kabar duluubuat kalian yg mau mesen mikir dulu deh sebelum kecewaaa mana pengiriman lama,0
saya kecewa toko ini tidak amanah saya pesan yg di kirim cuma bulan puasa malah ambil hak org jam tgn saya hitam dan abu kamana dan kacamata saya hitam pasang kmn produk saya pasang kmn knp nggk d kirim saya mnta kembalian nya,0
bagus si min cuman agak kecewa baru datang hari kemudian tombol nya patah mau saya balikan tp saya males nunggu nya jadi ydh terpaksa mau g mau harus makek hehe gapapa buat pengalaman aja si ini jugak saya co gbt aja kok mkntoppp dapet harga k an dah dapet jam kek ginithxx sesuai harga si,0
bagus semua barang dikirim lengkap sesuai pesanan cuman jam lednya aja msih bingung cara stel nya tpi tokonya djamin amanah kok,1
wapikk poll ga nyesel deh beli hargae ya ga murahan ws ndg tumbas bergaya ga perlu yg mehongg ya bestii,1
barang lengkap pengemasan lama tapi ada beberapa jam yang pecah mati untuk sellernya mau tanggung jawab packingnya cuman lapis buble wrap aja padahal saya order an pcs tolong diperbaiki lagiii,0
